GDSC_Cell.line.name	LabCellLineID	GDSC_tissue_unified	MT.ND6	MT.CO2	MT.CYB	MT.ND2	MT.ND5	MT.CO1	MT.ND3	MT.ND4	MT.ND1	MT.ATP6	MT.CO3	MT.ND4L	MT.ATP8	MT.RNR1	MT.RNR2	mut_high	mut_high_mod	mut_trns	mut_rnrs	mut_atp6s	mut_atp8s	mut_cox1s	mut_cox2s	mut_cox3s	mut_cytbs	mut_nd1s	mut_nd2s	mut_nd3s	mut_nd4s	mut_nd4Ls	mut_nd5s	mut_nd6s	mut_atp6_atp8s	mut_cox1_2_3s	mut_ndxs	mut_chrs	CPI-613 Drug Response
NCI-H211	335	LUNG	12.5962130552948	14.1520471203319	12.6073996724209	13.8925428166486	11.8697866009458	13.8913090544097	14.0014961609207	14.1595560280588	13.8235662736453	13.8237652797897	13.2781009390641	14.525031345124	15.935349243034	634.151	3055.62	0.0266666666666667	1	0.999478215497	1	0.998	0	0.205508474576271	0.0212164073550212	0.165460186142709	1	0.121318373071529	0.209327548806941	0.148680351906158	0.0350877192982456	0	0.0227272727272727	0.0256410256410256	0.998	0.205508474576271	0.209327548806941	1	0.621857923497268
NCI-H2122	336	LUNG	11.9738049725638	14.5119996694415	12.0993478104032	12.6689735991762	11.2313412002646	13.9401300364814	13.4868350215631	13.2976327891425	11.8202188594034	13.8442153687306	14.4000121714284	13.6588808950479	16.4696577142676	1274.68	8507.65	0.0749047820567076	1	0.999393571861734	1	0.994252873563218	0	0.225485765928604	0.00628733102797862	0.999764650506001	1	0.999587118084228	0.259846547314578	0.999579743643623	0.35	0	0.999076425767721	0	0.994252873563218	0.999764650506001	0.999587118084228	1	0.892349726775956
NCI-H2170	337	LUNG	11.5927840359997	14.7520669831011	12.4032783754711	13.2526063043927	11.0804844570676	14.3316167738451	12.8442153687306	13.8832160400522	11.6371229529802	14.0665937763123	13.7334390828994	14.1505406375055	16.2063848346179	859.796	2104.44	0.00887290167865707	1	0.151860288534548	1	0.998048508502927	0	0.206703910614525	0.0137724550898204	0.211878009630819	0.999788045782111	0.996847414880202	0.997600872410033	1	0.133333333333333	0	1	0	0.998048508502927	0.211878009630819	1	1	0.734426229508197
NCI-H2172	338	LUNG	12.116733826134	14.6820070000441	12.9874239078342	13.0990518763303	11.5403702437436	13.9239773689712	13.0325107041186	13.9852193381042	11.9775303696495	14.0985256213795	14.357689449961	13.9586433341328	15.7562174995839	1227.23	16096	0	1	1	1	1	0	0.206896551724138	0	0	1	0.125	0	1	0	0	1	0	1	0.206896551724138	1	1	0.844262295081967
NCI-H2228	339	LUNG	10.747102028266	13.8299208938723	11.6698151694617	11.6314044487285	10.386293635151	13.5065555307513	11.6607535987265	12.1558301715565	11.2497653040094	13.025226093695	13.2869475484796	12.2425191465371	14.8194805864611	900.338	3256.99	0.012987012987013	1	0.999787188763567	0.999417419166909	0.991397849462366	0	0.284375	0.0133444537114262	1	0.999784017278618	1	0.555231143552311	0.107586206896552	0.00410189982728843	0	0.999016715830875	0.00989621047550084	0.991397849462366	1	1	1	0.844808743169399
NCI-H226	340	LUNG	9.87382857488698	13.4441089961471	10.2006534363675	10.4529618930512	9.38851245387988	12.2203178614222	11.0479418437475	11.7798424467386	9.57759876901282	11.0660218990078	11.3199543106869	12.1506041000947	13.4700232975751	648.554	1272.42	0.00909090909090909	0.407407407407407	0.344827586206897	0.1975	0.407407407407407	0	0.195441446161907	0.00889877641824249	0.150442477876106	0.0797101449275362	0.242105263157895	0.0821917808219178	0.0843408175014393	0.11304347826087	0.0344827586206897	0.112994350282486	0.017508865248227	0.407407407407407	0.195441446161907	0.242105263157895	0.998236331569665	0.714754098360656
NCI-H2286	341	LUNG	11.9014326077295	13.9630766922986	11.667909860849	12.8749237308866	11.0945395909191	12.9009799856836	12.5404913310776	12.8184224017411	12.1941720258808	13.0280787227049	13.0149271019901	13.1753156316992	15.0876285825385	509.619	1866.89	0.121821407451212	1	0.18804920913884	0.999533582089552	1	0.0137818266760103	0.202346041055718	0.0226385636221702	0.0655561526061257	1	0.0932642487046632	0.198602794411178	0.209381795588692	0	0	0.0393210141813494	0	1	0.202346041055718	0.209381795588692	1	NA
NCI-H23	342	LUNG	12.3812725557118	15.2107854765368	13.3220689761961	14.7435721889356	12.1682020062373	13.9971794809376	14.7338097718837	14.0552824355012	13.3870749193072	13.8555498411687	14.328324307587	14.6629464746839	16.5144366809416	3201.34	5971.78	0.998122317596567	1	0.999616122840691	1	0.999451754385965	0	0.998588235294118	0.277777777777778	0.159420289855072	1	0.998122317596567	0.999576360940479	1	0.194805194805195	0	1	1	0.999451754385965	0.998588235294118	1	1	0.680874316939891
NCI-H2444	343	LUNG	12.2004082260259	15.2271646546224	13.3682336113809	12.8312874481799	11.3771020529991	14.150461305343	12.8306934531778	13.543636039823	11.4675546065621	14.0571456169107	13.6334493747135	13.5131107168902	15.6693556886375	2947.44	8812.79	0.0317460317460317	1	1	1	0.5	0.3125	0.32	0	0.0952380952380952	1	0.264705882352941	0.0869565217391304	1	0.0869565217391304	0	0.994444444444444	0	0.5	0.32	1	1	0.995081967213115
NCI-H2452	344	LUNG	11.7294508048002	13.6453206833633	11.3246868639773	11.6108402976536	10.9117664706596	13.1643884435329	12.1210801756854	12.3190793427691	10.6416905225566	13.0651804909514	13.2419682580502	12.5611208463868	15.2563929949064	796.177	4047.51	0.185185185185185	1	0	1	0	0.333333333333333	0.172413793103448	0.0666666666666667	0	1	0.0833333333333333	0	0.282051282051282	0.105263157894737	0	0.1	0.08	0.333333333333333	0.172413793103448	0.282051282051282	1	0.775956284153005
NCI-H28	345	LUNG	11.8880963260356	14.4261336899697	12.6273514841892	13.1414046896572	11.7933594528897	14.0598514107708	13.2237151573944	13.4441089961471	12.1940796628568	14.2738684313339	14.4322808972142	13.5370970381797	15.9732264945332	1740.09	4439.99	0	1	1	1	0.993055555555556	1	0.288135593220339	0.0256410256410256	0	1	0.148387096774194	1	1	0.0714285714285714	0	0.996309963099631	0	1	0.288135593220339	1	1	0.617486338797814
NCI-H322M	346	LUNG	12.8685525063663	15.5322341531815	12.9154312673115	13.8214750500965	12.4126227693503	14.9927171012448	14.1948337879	14.5797284139561	13.0238063226458	14.2152296257479	14.4333246267159	14.7228075311695	15.9275465050154	1235.76	3470.77	0	1	1	1	0	0.0555555555555556	0.236842105263158	0	0.0454545454545455	1	0.202898550724638	1	0.272727272727273	0.0833333333333333	0	0.111111111111111	0	0.0555555555555556	0.236842105263158	1	1	0.839344262295082
NCI-H358	348	LUNG	12.2629757012279	14.3362275894834	12.0612361657477	12.9821023069568	11.6099174452963	14.1420272600161	12.9376496788961	13.4870863402713	12.2427573034508	13.8484273340239	13.9598208595808	13.5233169123127	15.6895066553474	762.067	2325.54	0.0597014925373134	1	0.598856900931414	1	1	0.00336700336700337	0.155405405405405	0.00872817955112219	0.191860465116279	1	1	0.159305993690852	0.998839458413927	0.242424242424242	0	0.998340445708867	0	1	0.191860465116279	1	1	0.918032786885246
NCI-H441	349	LUNG	12.3655022681931	13.6831042734777	11.6400641360415	12.8180828195302	11.6868506533931	13.9533780179201	13.1120321844262	12.8700949597149	12.5160447036633	13.4810425749338	13.5338163894334	13.2891543537234	15.3257973268664	1513.51	5052.31	0.0476190476190476	1	1	1	0	0	0.0882352941176471	0	0	1	0.285714285714286	0	0.0769230769230769	0.35	0	0.102564102564103	0	0	0.0882352941176471	0.35	1	0.86775956284153
NCI-H460	350	LUNG	11.0443258083169	14.6182707795803	11.88378880326	12.8360700854352	10.5799758431874	13.7508116468976	13.1998103511539	13.1909203685074	12.4638308623226	13.4957301344453	13.7961410320813	13.5508670049609	15.4465341018466	1021.63	5218.45	0.00918055083304998	0.999760421657882	0.998380129589633	0.99975978861398	0.993333333333333	0.99822695035461	0.405571293673277	0.0147172734314485	0.230769230769231	0.999361973628243	0.307692307692308	0.470768445238703	0.0666666666666667	0.995189003436426	0	0.999760421657882	0.0476190476190476	0.99822695035461	0.405571293673277	0.999760421657882	1	0.69016393442623
NCI-H520	351	LUNG	10.600470477332	13.2880008897076	11.28909670242	12.3797032618009	10.3731914247879	13.3481748675356	12.0384046289419	12.8689961306345	11.5166357097307	13.2121771695624	13.1538844845751	12.9422029140751	14.9409100080597	940.11	2666.43	0.025273390036452	1	1	1	0.97953216374269	0	0.142857142857143	0.0130718954248366	1	1	0.227272727272727	0.384615384615385	0.0819360961720974	0.352941176470588	0	0.121951219512195	0	0.97953216374269	1	0.384615384615385	1	0.466666666666667
NCI-H522	352	LUNG	11.5597116728426	14.0378043099981	11.2841300519234	12.7090191742278	10.9975323475264	13.9232346210092	12.4647499390033	13.3404064908533	12.2289689634027	12.4421141224192	12.4737564764013	13.5063075811003	14.4787696194758	687.586	2003.58	0.0069848661233993	1	0.999707858603564	0.999758162031439	0.996732026143791	0	0.280276816608997	0.0266497461928934	0.350157728706625	1	0.998650472334683	0.99556775010553	0.221359223300971	0.125	0	0.119047619047619	0.0487804878048781	0.996732026143791	0.350157728706625	0.998650472334683	1	0.606010928961749
NCI-H647	353	LUNG	12.0856384292753	14.7539479416999	12.3515466204733	12.6095250542167	11.4545049375574	14.3546626234741	12.5868397879618	13.625366390626	12.121371625959	13.8347673014054	13.9724413665635	13.7526942418244	15.5877482215408	1472.21	6176.6	0.0526315789473684	1	0.995594713656388	1	0.181818181818182	0	0.292307692307692	0.0526315789473684	1	1	0.171717171717172	0.117647058823529	0.298804780876494	0.0363636363636364	0.037037037037037	0.0683229813664596	0	0.181818181818182	1	0.298804780876494	1	0.724043715846995
NCI-H650	354	LUNG	11.7046385725074	14.2659080092311	11.7154472628759	12.2578886915228	10.8770540202695	13.8241632097442	12.8310894770183	13.2009752117046	11.9482212024291	13.3253054550897	13.708545071351	13.4863322527687	14.7973068872803	633.037	3071.9	0.610176282051282	0.999785361665594	1	1	0.990888382687927	0.998888394842152	0.477675840978593	0.016260162601626	0.277899343544858	0.999785361665594	0.610176282051282	0.999771376314586	0.221667187012176	0.4375	0.0769230769230769	0.999005964214712	0	0.998888394842152	0.477675840978593	0.999771376314586	1	0.259562841530055
NCI-H661	355	LUNG	12.3755825124905	14.8516514532237	12.8435285346111	13.0478225909292	11.6561566794233	14.5652211076942	13.2253882144691	13.615514694926	11.8345895578529	13.488216732996	13.4085951127981	14.0507839563649	15.4064043323413	837.497	1742.34	0.1	1	0.999792186201164	1	0.999051233396584	0	0.43785120251742	0.0492213570634038	0.999716954429663	1	0.759413528823725	1	0.10758941552777	0.257142857142857	0	0.997207353967885	0.00522252497729337	0.999051233396584	0.999716954429663	1	1	0.560109289617486
NCI-H727	356	LUNG	12.5740021376835	14.0240141813129	12.0530773870993	12.2710252506166	11.9124777203211	13.8107724413447	12.4415695868772	13.2953384719256	11.8633732387484	13.6276478729405	13.5106405595521	13.4253470514328	15.4194335507054	809.617	2181.58	0.0526315789473684	1	0.0689655172413793	1	0	0	0.204545454545455	0	0.0425531914893617	1	0	0.0487804878048781	0.352941176470588	1	0	0.192307692307692	0	0	0.204545454545455	1	1	0.531693989071038
NCI-H747	357	LARGE_INTESTINE	10.8472922935784	14.4819255358607	12.6799638490474	13.0674007467806	10.5538212565327	13.8753654006418	12.806650309081	14.0140204703149	11.3931222735895	13.9899266305599	14.0568070355806	14.3243212081545	16.0808799697751	944.201	2559.73	0.0069377990430622	1	0.248780487804878	1	1	0	0.28125	0	0.371428571428571	1	0.9992	0.218045112781955	0.999786825836709	0.2	0	0.9997320471597	0	1	0.371428571428571	0.999786825836709	1	0.675956284153005
NCI-H810	358	LUNG	11.6805353440052	14.2078532072343	12.940772396654	12.9133382378695	11.3472337929019	14.0756462731535	13.1789293415974	14.0408890068716	12.5277702069639	13.5963062481337	14.2336196767597	14.1137421660492	15.6774443759439	1206.15	4050.71	0.130434782608696	1	1	1	0.990990990990991	1	0.181818181818182	0.130434782608696	0.235849056603774	1	0.191780821917808	1	1	0	0	0.996282527881041	0	1	0.235849056603774	1	1	0.275956284153005
NCI-N87	359	STOMACH	11.9913801205448	14.2732856714003	12.7223379386148	12.9510661082477	11.5547806866677	14.2393001743642	13.3040660631273	13.2263218709898	12.3166775113314	13.7506023179592	14.3362275894834	13.4720561575024	15.8950782053553	1084.2	3913.85	0.135892406836649	1	0.999502239920358	1	0.998586239396795	0.264150943396226	0.193984611797622	0.0909090909090909	0.143485915492958	0.999790092359362	0.0997838616714697	0.25	0.999574739527961	0.232558139534884	0.0253164556962025	1	0	0.998586239396795	0.193984611797622	1	1	NA
NUGC-3	362	STOMACH	13.134747168669	14.7536346188534	12.6536736125695	13.1249128963381	12.1167987933752	14.3693928682058	13.9847744600468	14.4470832262097	11.4833623451442	14.724087461794	13.4173251176799	14.3713682766301	15.8087882502914	1530.5	3257.87	0.00657894736842105	1	0.75	0.999738082765846	0.998922413793103	0.999337748344371	0.230065359477124	0.28	1	1	0.998946629213483	0.999743655472956	0.999768357655779	0.181818181818182	0	0.125	0	0.999337748344371	1	0.999768357655779	1	0.0557377049180328
NUGC-4	363	STOMACH	11.728090573665	15.2707698191719	11.8286918704185	12.4236411950759	11.0974396139066	14.1121136580979	13.3367854762038	13.2267282745618	11.8653466448168	13.699464008514	13.9798717257262	13.5290644653201	16.3977581817151	2209.01	10437	0.0191733067729084	1	0.149514563106796	0.999756275895686	0.997458997458997	0	0.1875	0.0154798761609907	0.249638554216867	1	0.128389830508475	0.999762187871581	0.999747027573994	0.999354422207876	0	0.0191733067729084	0	0.997458997458997	0.249638554216867	0.999762187871581	1	0.415846994535519
OC-314	364	OVARY	12.1728962458698	14.8626857823315	12.8018497926738	12.5515640810278	11.4875386036501	14.3554199256532	13.3674147512468	13.3857276134184	11.6281721039218	13.8668925276766	14.1987519651937	13.8444115470068	16.7818847466758	1724.36	6029.78	0.0769230769230769	1	0.983050847457627	1	0	0.133333333333333	0.108695652173913	0.230769230769231	0	1	0.153846153846154	0	0.285714285714286	0.0666666666666667	0	1	0.115384615384615	0.133333333333333	0.230769230769231	1	1	0.836065573770492
OCI-AML2	367	HAEMATOPOIETIC_AND_LYMPHOID	10.1729274896038	13.3083390301394	10.7857793874985	11.2438285233142	9.82180586438161	13.047123912114	11.6392502547169	11.6098712871788	10.1996723448364	12.1762354941321	12.6891462505238	11.951211849741	14.440285225017	2064.41	3782.75	0	1	1	0	1	0	0.357142857142857	0	0	1	0	0	0	0	0	0	0	1	0.357142857142857	0	1	0.27103825136612
OCUM-1	370	STOMACH	12.2644426002266	14.843430388753	12.1978002889787	12.0210146520342	11.2240016741981	13.9104553553098	12.9471803166342	13.1883570316085	12.0419328818422	13.8312082629752	13.9294433576842	13.2888660741658	15.7822815961481	1363.35	4906.96	0.0377358490566038	1	0.195488721804511	0.999782466826191	0.997655028660761	0.0833333333333333	0.270783847980998	0.0512820512820513	0.235188509874327	1	0.238095238095238	0.999574014909478	0.999774368231047	0.0833333333333333	0	0.0833333333333333	0.1	0.997655028660761	0.270783847980998	0.999774368231047	1	0.198907103825137
OE21	371	ESOPHAGUS	13.7982692749497	16.1351280835462	14.44585548306	14.5443607694301	13.2947643220659	15.9717905081222	14.6950651306895	14.7859632470773	14.076398090163	15.2430623845527	15.590791697877	14.5834941684747	17.0414345685457	10352.7	25609.5	0.153846153846154	1	0.142857142857143	1	0	0	0.395348837209302	0	0.133333333333333	1	0.111111111111111	0	0.314285714285714	0.0869565217391304	0	0.153846153846154	0	0	0.395348837209302	0.314285714285714	1	0.251366120218579
OE33	372	ESOPHAGUS	11.625160880138	14.5138509401188	12.5318444133535	12.8000100714444	11.2828567621991	14.1974470881026	12.580729651599	13.0896656444592	11.7020860864255	13.5846102372495	13.9821914585119	13.2612869214366	15.725951994167	1600.79	5512.47	0.0540540540540541	1	1	1	0.0425531914893617	0	0.416666666666667	0	0.105263157894737	1	0.175438596491228	0.0952380952380952	0.26027397260274	0.129032258064516	0.0555555555555556	0.05	0	0.0425531914893617	0.416666666666667	0.26027397260274	1	0.343169398907104
ONS-76	374	CENTRAL_NERVOUS_SYSTEM	12.4862065331885	15.135909646502	12.7159405469471	13.4555840875786	11.8212159256938	14.8216743448946	13.4472124015727	13.9714537419521	12.6804034806454	14.3594750488495	15.2527023862557	13.9528322316434	16.2866479994184	1549.47	7011.64	0.0319303338171263	0.999512789281364	0.113767518549052	0.998990578734859	0.974729241877256	0	0.157894736842105	0.0162481536189069	0.15625	0.999512789281364	0.114285714285714	0.999108734402852	0.0433632998413538	0.238095238095238	0	0.0377358490566038	0	0.974729241877256	0.157894736842105	0.999108734402852	1	0.910928961748634
OPM-2	375	HAEMATOPOIETIC_AND_LYMPHOID	11.9061389961954	14.0495933331794	12.713665746929	13.1158077249222	11.0402897210257	13.0691476358548	12.3653382230464	13.0626701808981	12.3591730258879	13.6444196324848	14.0926745667252	13.265937302234	15.5274464608725	781.413	4437.66	0.0833333333333333	1	0.99911777679753	1	0.992753623188406	0.0909090909090909	0.218823529411765	0.1	0.258575197889182	1	0.997132322818517	1	0.173913043478261	0	0	0.00644521566683193	1	0.992753623188406	0.258575197889182	1	1	0.691803278688525
OV-90	376	OVARY	12.6239043462177	14.0986900966736	12.435071183756	12.8945146442731	11.1256717633926	13.8024153890903	13.6883596000723	13.602698865018	12.7909796904769	13.880348808156	13.8160836575102	13.1539319715885	14.8435285346111	1026.39	3387.51	0.00871670702179177	1	1	0.999302406696896	0.988888888888889	0.998729997459995	0.191076294277929	0.00665680473372781	0.0301878354203936	1	0.127986348122867	0.125645438898451	0.0867492850333651	0	0	1	0	0.998729997459995	0.191076294277929	1	1	0.37103825136612
OVCAR-3	361	OVARY	11.8313864235744	13.7490313820402	12.3563969464783	13.7358732973155	11.481193978048	13.6307221621038	13.6010743389417	13.5153302481601	12.6814800122145	14.0638163676226	14.1118692232783	13.9853972509224	16.2138067091311	1293.94	2131.18	0.0606060606060606	1	0.999576181394363	1	1	0.2	0.195205479452055	0.0090702947845805	0.146507666098807	0.999763983950909	0.999415375621163	0.235800344234079	0.210526315789474	0.111111111111111	0	0.999140524280189	0.181818181818182	1	0.195205479452055	0.999415375621163	1	0.296174863387978
OVCAR-4	377	OVARY	12.6371908940686	15.1829374345481	13.4589192069676	13.4107163336043	11.5310889926893	14.2599638873753	13.6345841934937	14.1624700076237	12.3090783925245	14.6770589157119	14.6207353089823	14.2997088672175	16.4894403264581	1463.82	4718.46	0.25	0.999149479055922	0.999788090697182	0.999530406198638	0.9921875	0.25	0.25	0.142857142857143	0.1875	0.999149479055922	0.2	0.205913410770855	0.153738839285714	0.15	0	0.173913043478261	0.181818181818182	0.9921875	0.25	0.205913410770855	1	0.951366120218579
OVCAR-8	378	OVARY	10.8394400179434	13.3304967776387	11.4166919864347	12.1370872031324	10.2376879909254	12.715018183064	12.5812241244065	12.6808649496849	11.1016474500308	12.6765080795245	12.5367571692515	12.8027586787641	14.7146211705887	865.905	797.361	0.210526315789474	1	0.999787775891341	1	0.999501246882793	0.00647410358565737	0.157894736842105	0.0121278941565601	0.159863945578231	0.999786916684424	1	0.999575461685417	0.105248464544947	0	0	0.999783783783784	0	0.999501246882793	0.159863945578231	1	1	0.200546448087432
OVSAHO	380	OVARY	11.0039394856881	14.3479673303071	12.4411286218047	12.8799278012303	10.360298426618	13.800090987625	12.583294359798	13.7515440590891	12.1434788802503	13.9505558970475	13.9958554620241	13.8720014654425	15.1629419907384	1995.62	3254.56	0.0516677567037279	1	0.104517271922055	1	0.99977079990832	0.999568965517241	0.180714452486575	0.0063752276867031	0.176980198019802	1	0.101840490797546	1	0.999773448119619	0.00493537015276146	0	0.0885714285714286	0	0.99977079990832	0.180714452486575	1	1	NA
OVTOKO	381	OVARY	12.8281960000886	15.3859634827954	13.2016644887114	13.3220689761961	12.2150779148228	15.2294196882304	13.8496005748375	14.621765723705	12.9769220678511	14.8229193140274	15.1890909818426	14.6317454710775	16.5557574504558	3636.5	19786.2	0	1	0	1	1	0.214285714285714	0.180555555555556	0	0.0645161290322581	1	0.135593220338983	1	1	1	0	0	0	1	0.180555555555556	1	1	0.989617486338798
P12-ICHIKAWA	382	HAEMATOPOIETIC_AND_LYMPHOID	11.1539952851751	13.8032229995185	11.1309566025993	12.241327771895	11.191429405281	13.6300395526561	11.8347475532032	12.7931562077404	11.3388477832952	12.9746117637744	13.3962033821417	13.0250703334083	13.9175585585104	1209.67	2872.36	0	1	0.901639344262295	1	0.947368421052632	0.45	0.27710843373494	0	0.181818181818182	1	0.277777777777778	0	1	0	0	0.0909090909090909	0	0.947368421052632	0.27710843373494	1	1	0.230601092896175
P31-FUJ	383	HAEMATOPOIETIC_AND_LYMPHOID	11.5281610488331	13.3182603437124	11.3922100754041	12.0331476517817	11.0285277138994	12.9372634619397	12.141308885752	12.6330860440962	11.781236751321	12.9467966430083	13.152411611345	12.7167337371527	14.2018941745517	837.886	4680.51	0	1	1	1	1	1	1	1	0	1	0.5	1	0	1	0	0.133333333333333	0.975	1	1	1	1	0.231693989071038
PA-TU-8902	389	PANCREAS	11.2163821077103	14.5480994169784	12.0915015028214	12.8350240034384	10.8742897945331	13.7083295185281	13.1473162397095	13.3046365238073	11.6790401863931	13.7841235960249	14.2313712035929	13.6411485974112	16.3603498721291	1179.05	3533.7	0	1	1	1	0	0	0.333333333333333	0	1	1	0.944444444444444	0	0.269230769230769	0	0	0.166666666666667	0	0	1	0.944444444444444	1	0.418579234972678
PANC-02-03	385	PANCREAS	12.5634346357102	15.3974406706573	13.859631842795	14.8516514532237	12.5058363593295	15.3097605447296	14.714460188456	15.0385761027688	14.4660764613963	15.005010431073	15.8376772047016	15.3273421187447	16.8369009825715	2593.09	7918.6	0.1875	1	1	1	0.285714285714286	0	0.216216216216216	0	0	1	0.230769230769231	0.1	0.304347826086957	0.0689655172413793	0	0.0612244897959184	0.1875	0.285714285714286	0.216216216216216	0.304347826086957	1	0.483060109289617
PANC-03-27	386	PANCREAS	12.7737573721398	15.4709130262749	13.8242626750854	13.7981680012112	12.1693613385944	14.9908130791536	13.9446205630228	14.5531492755985	13.9916989834129	14.8150830366899	15.0629315241872	14.744991466021	16.7723790153355	1668	4804.5	0.218570254724733	0.999786825836709	0.999788762146177	1	0.999343401181878	0	0.188888888888889	0.00624442462087422	0.153846153846154	0.999786825836709	0.0769230769230769	0.209386281588448	0.999785775492716	0	0	0.153846153846154	0.130434782608696	0.999343401181878	0.188888888888889	0.999785775492716	1	0.951912568306011
PANC-04-03	387	PANCREAS	13.1383518054428	15.0221944017606	12.7450650201041	13.4080643199147	12.5523328777373	15.0006602622688	13.8043327261876	14.5311377414447	13.6677768383934	14.5377644048498	14.59886669499	14.725153203913	16.1865978947277	1239.52	10717.4	0	1	1	1	0	0	0.210526315789474	0	0.117647058823529	1	0.176470588235294	0	0.285714285714286	1	0	1	0	0	0.210526315789474	1	1	0.944262295081967
PANC-10-05	388	PANCREAS	11.5827065267808	14.1134166114859	12.080384520909	12.9649364522504	10.8027586787641	13.5512276035983	12.8246008059602	13.4475998582799	13.0884570034862	13.6681093715379	13.4631411703717	13.577192765687	15.3909414297305	421.819	3055.44	0.08	0.999785729590744	1	0.999413833528722	0.988372093023256	0	0.122130394857668	0.133333333333333	0.999358426005133	0.999785729590744	0.108803986710963	0.166666666666667	0.077243018419489	0	0	0.709586669552045	0.999333333333333	0.988372093023256	0.999358426005133	0.999333333333333	1	0.854098360655738
PC-14	390	LUNG	12.091237018648	15.2940463132715	12.5938112640482	13.2454635748961	11.2408509464278	14.1590040719246	13.8681473389511	14.3775494696691	12.3716405346118	14.4705317811617	14.5577628359456	14.3908406957667	15.3951324383858	1884.51	6475.8	0.0487804878048781	1	0.159827213822894	0.99975597852611	0.999187652315191	0.999564554757239	0.588050314465409	0.0610992529348986	0.998925886143931	1	0.999112688553682	0.998815165876777	0.999770167777522	0.0408163265306122	0	0.05	0.0681818181818182	0.999564554757239	0.998925886143931	0.999770167777522	1	0.851912568306011
PC-3	391	PROSTATE	13.1203188889399	15.2896947226819	13.4152135987653	14.5047569295603	12.2596255839288	15.2580875097545	14.4503091455379	14.5656971268492	13.9166259222112	14.6862816551444	14.6082548219779	14.5383102025977	16.6622093946614	2889.61	8244.98	0.0825688073394495	1	0.999785775492716	1	1	0	0.182325581395349	0.0340209916757148	0.99934296977661	1	0.993055555555556	1	1	1	0	0.998423955870764	0	1	0.99934296977661	1	1	0.595081967213115
PLC-PRF-5	398	LIVER	12.4168502952965	14.7924852955245	12.882891373269	13.7262181593322	11.6122234702764	13.8733479809118	13.9349808326538	14.063563610585	13.2280520550998	13.9224914904585	14.1805308073445	14.0598514107708	15.7456743240021	1443.6	6596.36	0.014367816091954	1	0.977941176470588	1	0.99899142713061	0	0.225541619156214	0.0103157236636449	0.215158924205379	1	1	0.198494182067077	0.999789517996211	0	0	0.1728502837189	0	0.99899142713061	0.225541619156214	1	1	NA
PSN1	399	PANCREAS	11.3817051641459	13.3481748675356	10.745170090861	11.9437601978612	10.5475693598422	13.238912220748	12.4970534445451	12.7476894960782	11.7260904061812	11.9447120610435	11.7127849085609	13.0411799987713	14.4587910756081	764.293	4481.16	0	1	1	1	0	0	0.2	0	0	1	0	0	0	0	0	1	0.153846153846154	0	0.2	1	1	0.927868852459016
QGP-1	400	PANCREAS	11.8209766926212	14.4607118521412	12.4268936997273	12.4677329010158	11.1512068554997	14.0064137457106	13.3258675805754	13.1206590879843	12.2656443454364	13.5561467731258	14.0478055540076	13.3979419719726	15.146250445886	1026.43	6103.94	0.0196328403875574	0.999781802312895	0.999780749835562	0.999750996015936	0.997818380147259	0.998906386701662	0.140050262737034	0	0.1796875	0.999781802312895	0.127777777777778	0.999739311783107	0.999769956291695	0.166666666666667	0.0547413793103448	0.25	0	0.998906386701662	0.1796875	0.999769956291695	0.999790268456376	0.989617486338798
Raji	401	HAEMATOPOIETIC_AND_LYMPHOID	11.7048978945646	13.7386200813221	11.5361500612357	12.2137421703131	11.3188816959058	13.3198132227165	12.289932420919	12.8190813626493	11.9428443521663	12.9874239078342	13.3594750488495	12.8694974547296	14.8964743199728	924.267	3376.71	0.0892857142857143	1	1	1	1	0.0909090909090909	0.169230769230769	0	0	1	0.234042553191489	1	1	0	0	1	0	1	0.169230769230769	1	1	0.640983606557377
RD	402	SOFT_TISSUE	12.4098682195094	13.6589924335721	11.7107203514749	12.2521036180371	11.8524514816024	13.4359306517036	12.4530390844855	12.9868553090399	12.4009861405492	13.3608470841797	13.4119081511366	13.0380959246845	15.2237754814504	592.285	2783.99	0	1	0.0714285714285714	1	0	0	0.21875	0	0.102564102564103	1	0.188679245283019	0	0.254237288135593	0.142857142857143	0	0.0555555555555556	0.0625	0	0.21875	0.254237288135593	1	0.718579234972678
REH	403	HAEMATOPOIETIC_AND_LYMPHOID	11.3874788658424	13.6244527865167	11.33472021686	11.9634379983463	10.777830634383	12.9618114080872	12.1636182307071	12.4106898375843	11.8941356558976	12.8125984981389	12.9873173126288	12.6858657067682	14.8689672027748	754.202	2667.92	0	1	0	1	0	0	0.294117647058824	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0.5
RERF-GC-1B	404	STOMACH	11.5038754167217	14.7048762861734	12.3754467613692	12.6060581468108	11.3895237918274	13.8523344319864	13.2636213205487	13.4393114618188	11.8361292749476	13.9603640088778	14.0891193979152	13.5980525001616	15.6729501240765	1047.55	4355.12	0.00572929100023872	1	0.999787052810903	1	0.997279528451598	0	0.220890798100837	0.0606060606060606	0.199230769230769	0.999798305768455	0.123071873974401	0.999788225328251	1	1	0.0163829787234043	0.9991737244371	0	0.997279528451598	0.220890798100837	1	1	0.421857923497268
