LabCellLineID	GDSC_Cell.line.name	mut_high	mut_high_mod	mut_trns	mut_rnrs	mut_atp6s	mut_atp8s	mut_cox1s	mut_cox2s	mut_cox3s	mut_cytbs	mut_nd1s	mut_nd2s	mut_nd3s	mut_nd4s	mut_nd4Ls	mut_nd5s	mut_nd6s	mut_atp6_atp8s	mut_cox1_2_3s	mut_ndxs	mut_chrs
326	NCI-H1915	0.019417476	0.342975207	0.090909091	0.601769912	0.078431373	0	0.283185841	0.076923077	0.142857143	0.031746032	0.103305785	0.051282051	0.342975207	0.02	0	0.081761006	0.048780488	0.078431373	0.283185841	0.342975207	0.039215686
327	NCI-H1944	0	0.214285714	0	0.4375	0	0	0.214285714	0	0.040816327	0	0.064516129	0	0.2	0.055555556	0.071428571	0.0625	0.111111111	0	0.214285714	0.2	0.25
328	NCI-H1975	0.016528926	0.333333333	0.480016567	0.198893699	0.086596386	0	0.247648903	0.041666667	0.208672087	0.006941432	0.128099174	0.270386266	0.158516484	0.333333333	0.016949153	0	0	0.086596386	0.247648903	0.333333333	0.01459854
329	NCI-H2009	0.133333333	0.967213115	0.947368421	0.428571429	0	0.233333333	0.185714286	0	0.171428571	0.054054054	0.967213115	0	0.035714286	0.142857143	0.043478261	0.103448276	0	0.233333333	0.185714286	0.967213115	1
330	NCI-H2023	0	0.328125	0	0.628571429	0	0.12	0.328125	0	0	0	0.235294118	0	0.271428571	0	0	0.103448276	0	0.12	0.328125	0.271428571	0.618181818
331	NCI-H2030	0.02860286	0.999730458	0.138297872	0.210526316	0.00886918	0.162790698	0.242774566	0.011254019	0.999730458	0.02860286	0.147058824	0.243835616	0.109326571	0.285714286	0	0.114285714	0.042139037	0.162790698	0.999730458	0.285714286	0.999231656
332	NCI-H2052	0.153846154	0.607142857	0.142109852	0.258039216	0.607142857	0	0.208333333	0.48	0.256857855	0	0.34375	0.296296296	0.222222222	0.297297297	0.075268817	0.201492537	0.0390625	0.607142857	0.48	0.34375	0.317647059
333	NCI-H2085	0	1	0	0	0	0	0.4375	0	0	1	0	0	0	0	0	0.1	0	0	0.4375	0.1	0.133333333
334	NCI-H2087	0	0.523809524	0	0.515151515	0	0.048780488	0	0	0.063829787	0.315068493	0.338983051	0.523809524	0	0.333333333	0	0.04	0	0.048780488	0.063829787	0.523809524	0
335	NCI-H211	0.026666667	0.209327549	0.157994324	0.221369863	0.052517986	0	0.205508475	0.021216407	0.165460186	0.104899931	0.121318373	0.209327549	0.148680352	0.035087719	0	0.022727273	0.025641026	0.052517986	0.205508475	0.209327549	0.181818182
336	NCI-H2122	0.074904782	0.35	0.054561988	0.75	0.009609013	0	0.225485766	0.006287331	0.223684211	0	0.108044429	0.259846547	0.13413242	0.35	0	0.076433121	0	0.009609013	0.225485766	0.35	0.144230769
337	NCI-H2170	0.008872902	0.3	0.151860289	0.363636364	0.093495935	0	0.206703911	0.013772455	0.21187801	0.3	0.15625	0.246132208	0.208431604	0.133333333	0	0.157894737	0	0.093495935	0.21187801	0.246132208	0.153846154
338	NCI-H2172	0	0.272727273	0	0.142857143	0	0	0.206896552	0	0	0	0.125	0	0.083333333	0	0	0.272727273	0	0	0.206896552	0.272727273	0
339	NCI-H2228	0.012987013	0.997819767	0.143803217	0.385901724	0.1208577	0	0.284375	0.006639004	0.997819767	0	0.144569817	0.555231144	0.107586207	0.0041019	0	0.006253006	0	0.1208577	0.997819767	0.555231144	0
340	NCI-H226	0.009090909	0.407407407	0.344827586	0.1975	0.407407407	0	0.195441446	0.008898776	0.150442478	0.079710145	0.242105263	0.082191781	0.084340818	0.113043478	0.034482759	0.11299435	0.016806723	0.407407407	0.195441446	0.242105263	0.2125
341	NCI-H2286	0.121821407	1	0.188049209	0.21670082	1	0.013781827	0.202346041	0.022638564	0.065556153	0.00528945	0.082504146	0.198602794	0.209381796	0	0	0.039321014	0	1	0.202346041	0.209381796	0
342	NCI-H23	0.094017094	1	0.148148148	0.1875	0	0	0.329981144	0.277777778	0.15942029	0.019230769	0.22	0.183222958	1	0.194805195	0	0.113513514	0	0	0.329981144	1	0.999577792
343	NCI-H2444	0.031746032	0.5	0.153846154	0.61627907	0.5	0	0.32	0	0.095238095	0	0.264705882	0.086956522	0.318965517	0.086956522	0	0.069565217	0	0.5	0.32	0.318965517	0
344	NCI-H2452	0.185185185	0.282051282	0	0.5	0	0.1	0.172413793	0.066666667	0	0.185185185	0.083333333	0	0.282051282	0.105263158	0	0.1	0.08	0.1	0.172413793	0.282051282	0.095238095
345	NCI-H28	0	0.288135593	0.482758621	1	0	0.12745098	0.288135593	0.025641026	0	0	0.148387097	0.030769231	0.261437908	0.071428571	0	0.024590164	0	0.12745098	0.288135593	0.261437908	1
346	NCI-H322M	0	0.272727273	0.090909091	0.971428571	0	0.055555556	0.236842105	0	0.045454545	0.046511628	0.202898551	0.163265306	0.272727273	0.083333333	0	0.111111111	0	0.055555556	0.236842105	0.272727273	0.121212121
347	H3255	0.031201934	0.322131849	0.154723127	0.3595	0.014771997	0	0.174447174	0	0.163265306	0	0.09483667	0.18487395	0.079555426	0.031201934	0	0.322131849	0	0.014771997	0.174447174	0.322131849	0
348	NCI-H358	0.059701493	0.285714286	0.598856901	0.394135802	0.018867925	0.003367003	0.155405405	0.00872818	0.191860465	0.169491525	0.285714286	0.159305994	0.091750842	0.242424242	0	0.106060606	0	0.018867925	0.191860465	0.285714286	0.028571429
349	NCI-H441	0.047619048	0.35	0.363636364	0	0	0	0.088235294	0	0	0	0.285714286	0	0.076923077	0.35	0	0.102564103	0	0	0.088235294	0.35	0
350	NCI-H460	0.009180551	0.470768445	0.416666667	0.230110159	0.012054244	0	0.405571294	0.012295082	0.230769231	0.105263158	0.307692308	0.470768445	0.066666667	0.12195122	0	0.137029955	0.047619048	0.012054244	0.405571294	0.470768445	0.166666667
351	NCI-H520	0.02527339	0.384615385	0.196113074	0.166666667	0.011124845	0	0.142857143	0.013071895	0.076802508	0.068965517	0.227272727	0.384615385	0.081936096	0.352941176	0	0.12195122	0	0.011124845	0.142857143	0.384615385	0
352	NCI-H522	0.006984866	0.583333333	0.215	0.17710643	0.067729084	0	0.280276817	0.026649746	0.350157729	0.107142857	0.583333333	0.284974093	0.221359223	0.125	0	0.119047619	0.048780488	0.067729084	0.350157729	0.583333333	0.176470588
353	NCI-H647	0.052631579	0.298804781	0.038461538	0.592105263	0.181818182	0	0.292307692	0.052631579	0.024390244	0.046511628	0.171717172	0.117647059	0.298804781	0.036363636	0.037037037	0.068322981	0	0.181818182	0.292307692	0.298804781	0.626506024
354	NCI-H650	0.610176282	0.999771376	0.1996337	0.734667247	0.101865136	0	0.477675841	0.016260163	0.277899344	0.060606061	0.610176282	0.999771376	0.221667187	0.4375	0	0.070175439	0	0.101865136	0.477675841	0.999771376	0.054054054
355	NCI-H661	0.1	0.759413529	0.138370952	0.25	0.251217137	0	0.437851203	0.049221357	0.205385097	0.004371304	0.759413529	0.190844233	0.107589416	0.257142857	0	0.11627907	0.005222525	0.251217137	0.437851203	0.759413529	0.800696258
356	NCI-H727	0.052631579	1	0.068965517	0.65	0	0	0.204545455	0	0.042553191	0.068965517	0	0.048780488	0.352941176	1	0	0.192307692	0	0	0.204545455	1	0.142857143
357	NCI-H747	0.006937799	0.371428571	0.248780488	0.216442527	0.077044025	0	0.28125	0	0.371428571	0.039215686	0.163265306	0.218045113	0.206951027	0.2	0	0.133333333	0	0.077044025	0.371428571	0.218045113	0
358	NCI-H810	0.130434783	0.235849057	0.191780822	0.392857143	0.08	0	0.181818182	0.130434783	0.235849057	0.119047619	0.191780822	0.058823529	0.06122449	0	0	0	0	0.08	0.235849057	0.191780822	0
359	NCI-N87	0.135892407	0.264150943	0.095818815	0.210227273	0.00462963	0.264150943	0.193984612	0.090909091	0.143485915	0.135892407	0.099783862	0.25	0.239689181	0.23255814	0.025316456	0.086538462	0	0.264150943	0.193984612	0.25	0.2
361	OVCAR-3	0.060606061	0.999763984	0.999576181	0.194330022	0.007893644	0.133333333	0.195205479	0.009070295	0.146507666	0.999763984	0.074074074	0.235800344	0.210526316	0.111111111	0	0.999140524	0.181818182	0.133333333	0.195205479	0.999140524	0.125
362	NUGC-3	0.006578947	1	0.75	0.352941176	0.181818182	0	0.230065359	0.28	1	0	0.998946629	0.143022806	0.124145007	0.181818182	0	0.125	0	0.181818182	1	0.998946629	0.243902439
363	NUGC-4	0.019173307	0.249638554	0.149514563	0.168607876	0.071821036	0	0.1875	0.015479876	0.249638554	0.068965517	0.128389831	0.169147925	0.142857143	0.181818182	0	0.019173307	0	0.071821036	0.249638554	0.181818182	0.949134767
364	OC-314	0.076923077	0.285714286	0.076923077	0.409090909	0	0.133333333	0.108695652	0	0	0	0.153846154	0	0.285714286	0.066666667	0	0.2	0.115384615	0.133333333	0.108695652	0.285714286	0.064516129
367	OCI-AML2	0	0.357142857	0	0	0	0	0.357142857	0	0	0	0	0	0	0	0	0	0	0	0.357142857	0	0
370	OCUM-1	0.037735849	0.270783848	0.195488722	0.999782467	0.127659574	0.083333333	0.270783848	0.051282051	0.23518851	0.060606061	0.238095238	0.230204082	0.228983689	0.083333333	0	0.083333333	0.1	0.127659574	0.270783848	0.238095238	0.08
371	OE21	0.153846154	0.395348837	0.142857143	0.578947368	0	0	0.395348837	0	0.133333333	0.173913043	0.111111111	0	0.314285714	0.086956522	0	0.153846154	0	0	0.395348837	0.314285714	0.153846154
372	OE33	0.054054054	0.416666667	0	0.588235294	0.042553191	0	0.416666667	0	0.105263158	0.054054054	0.175438596	0.095238095	0.260273973	0.129032258	0.055555556	0.05	0	0.042553191	0.416666667	0.260273973	1
374	ONS-76	0.031930334	0.999108734	0.113767519	0.403575504	0.053648069	0	0.157894737	0.016248154	0.15625	0.083333333	0.114285714	0.999108734	0.0433633	0.238095238	0	0.037735849	0	0.053648069	0.157894737	0.999108734	1
375	OPM-2	0.083333333	1	0.999117777	0.999760307	0.011727079	0.090909091	0.218823529	0.1	0.258575198	0.056603774	0.141494436	1	0.173913043	0	0	0.006445216	0	0.090909091	0.258575198	1	0.012506253
376	OV-90	0.008716707	0.756903086	0.109892621	0.209785026	0.093167702	0	0.191076294	0.006656805	0.030187835	0.756903086	0.127986348	0.125645439	0.086749285	0	0	0.006206554	0	0.093167702	0.191076294	0.127986348	0.98792034
377	OVCAR-4	0.25	0.25	0.999132697	0.198305929	0.064587973	0.25	0.25	0.142857143	0.1875	0.076923077	0.2	0.205913411	0.153738839	0.15	0	0.173913043	0.181818182	0.25	0.25	0.205913411	0.294117647
378	OVCAR-8	0.210526316	0.999783784	0.893014801	0.142388286	0.003894081	0.006474104	0.157894737	0.012127894	0.159863946	0	0.3	0.265666372	0.105248465	0	0	0.999783784	0	0.006474104	0.159863946	0.999783784	0.058924485
380	OVSAHO	0.051667757	0.9997708	0.104517272	0.194290045	0.9997708	0	0.180714452	0.006375228	0.176980198	0.269859478	0.101840491	0.15055159	0.155240109	0.00493537	0	0.088571429	0	0.9997708	0.180714452	0.155240109	0
381	OVTOKO	0	0.214285714	0	0.5	0	0.214285714	0.180555556	0	0.064516129	0.046511628	0.13559322	0.06	0.19047619	0	0	0	0	0.214285714	0.180555556	0.19047619	0.069444444
382	P12-ICHIKAWA	0	0.307692308	0	0.576923077	0	0	0.277108434	0	0.181818182	0.117647059	0.277777778	0	0.307692308	0	0	0.090909091	0	0	0.277108434	0.307692308	0.117647059
383	P31-FUJ	0	1	0	0.6	0	0	0.333333333	1	0	0.142857143	0.5	0	0	0.166666667	0	0.133333333	0.166666667	0	1	0.5	0.090909091
385	PANC-02-03	0.1875	0.304347826	0	1	0.285714286	0	0.216216216	0	0	0.155555556	0.230769231	0.076923077	0.304347826	0.068965517	0	0.06122449	0.1875	0.285714286	0.216216216	0.304347826	0.047619048
386	PANC-03-27	0.218570255	0.218570255	0.137295082	0.22757732	0.218570255	0	0.188888889	0.006244425	0.153846154	0.15	0.076923077	0.209386282	0.138795987	0	0	0.153846154	0.130434783	0.218570255	0.188888889	0.209386282	0.166666667
387	PANC-04-03	0	1	0	0	0	0	0.210526316	0	0.117647059	0.125	0.176470588	0	0.285714286	1	0	0	0	0	0.210526316	1	1
388	PANC-10-05	0.08	0.70958667	0.103992572	0.140536549	0	0	0.122130395	0.133333333	0.145658263	0.111111111	0.108803987	0.166666667	0.077243018	0	0	0.70958667	0	0	0.145658263	0.70958667	0
389	PA-TU-8902	0	1	0	0.588235294	0	0	0.333333333	0	1	0.125	0.944444444	0	0.269230769	0	0	0.090909091	0	0	1	0.944444444	1
390	PC-14	0.048780488	0.999275012	0.159827214	0.999641191	0.066013409	0	0.588050314	0.061099253	0.369652743	0.999275012	0.129544291	0.178745531	0.136864666	0.040816327	0	0.05	0.068181818	0.066013409	0.588050314	0.178745531	1
391	PC-3	0.082568807	0.999566443	0.928571429	0.237253395	0.926315789	0	0.182325581	0.034020992	0.153318078	0.057692308	0.102564103	0.159340659	0.173778602	0.999566443	0	0.0625	0	0.926315789	0.182325581	0.999566443	0.146496815
397	PL4	0.111111111	0.204545455	0.111111111	0	0	0	0.204545455	0	0	0.111111111	0.111111111	0.125	0.052631579	0.083333333	0	0	0	0	0.204545455	0.125	0.173913043
398	PLC-PRF-5	0.014367816	1	0.109243697	0.288119053	0.06504065	0	0.225541619	0.010315724	0.215158924	0	1	0.198494182	0.184126058	0	0	0.172850284	0	0.06504065	0.225541619	1	0.008801625
399	PSN1	0	1	0	0	0	0	0.2	0	0	0.875	0	0	0	0	0	1	0.153846154	0	0.2	1	0
400	QGP-1	0.01963284	0.25	0.067039106	0.181818182	0.092436975	0	0.140050263	0	0.1796875	0.2	0.127777778	0.050691244	0.089956332	0.166666667	0.054741379	0.25	0	0.092436975	0.1796875	0.25	0.181818182
401	Raji	0.089285714	1	0.214285714	0.421052632	0	0.090909091	0.169230769	0	0	0.05	0.234042553	0.136363636	0.243243243	0	0	1	0	0.090909091	0.169230769	1	0
402	RD	0	0.254237288	0.071428571	0.52173913	0	0	0.21875	0	0.102564103	0.058823529	0.188679245	0	0.254237288	0.142857143	0	0.055555556	0.0625	0	0.21875	0.254237288	1
403	REH	0	0.294117647	0	0	0	0	0.294117647	0	0	0	0	0	0	0	0	0	0	0	0.294117647	0	0
404	RERF-GC-1B	0.005729291	0.999792013	0.22761194	0.230288837	0.142857143	0	0.220890798	0.060606061	0.199230769	0	0.123071874	0.999788225	0.236873508	0.999792013	0.016382979	0.005729291	0	0.142857143	0.220890798	0.999792013	0.107142857
406	RERF-LC-MS	0.015177066	0.5	0.110677718	0.340812269	0.075921909	0	0.195701075	0	0.127873563	0.5	0.1	0.174524982	0.166666667	0	0	0	0	0.075921909	0.195701075	0.174524982	0.08
407	RKN	0.007694217	0.361702128	0.116526611	0.179832395	0.069214131	0	0.207518797	0.009068924	0.242009132	0.166666667	0.142857143	0.361702128	0.143657331	0.125	0	0.007694217	0	0.069214131	0.242009132	0.361702128	0
408	RKO	0.017832647	0.343844492	0.178098676	0.197859632	0.071292171	0	0.343844492	0.012597632	0.285714286	0.204545455	0.127484578	0.219281664	0.20251315	0.175	0	0.075471698	0.005675617	0.071292171	0.343844492	0.219281664	0.981070167
409	RL95-2	0.054590571	0.233823529	0.145790554	0.935343788	0.009375	0	0.145041601	0.016793893	0.18627451	0	0.101578128	0.233823529	0.144898542	0	0	0.043553629	0	0.009375	0.18627451	0.233823529	0
410	RPMI-7951	0.013333333	0.998765813	0.166666667	0.164201183	0.013856813	0.01131626	0.142443801	0.012027491	0.006355932	0.08	0.998765813	0.034482759	0.142857143	0.011221407	0	0.012879284	0	0.013856813	0.142443801	0.998765813	0.25
411	RPMI-8402	0.125	0.35	0	0	0	0	0.35	0	0.142857143	0.125	0	0	0	0	0	0.125	0	0	0.35	0.125	0
412	RT-112	0.171830986	0.208237986	0.104446743	0.228596137	0.009657594	0	0.17839196	0	0.208237986	0.133333333	0.171830986	0.183249016	0.134328358	0	0	0.133333333	0.083333333	0.009657594	0.208237986	0.183249016	0.010511563
413	RT4	0.055555556	1	0	0.627906977	0	0	1	0	0.068965517	0.055555556	0.173913043	0	0.263157895	0.095238095	0	0.08	0.024691358	0	1	0.263157895	1
414	RVH-421	0.020100503	0.186462324	0.236614853	0.159989661	0.008403361	0	0.166666667	0.003879728	0.152173913	0	0.153846154	0.186462324	0.124766064	0	0.002787307	0.133333333	0	0.008403361	0.166666667	0.186462324	0
415	Saos-2	0.166666667	0.944444444	0	0.487179487	0	0	0.944444444	0	0.054054054	0.058823529	0.25	0.105263158	0.285714286	0.074626866	0	0.166666667	0.0625	0	0.944444444	0.285714286	0
416	SBC-5	0.295267986	0.295267986	0.143404255	0.255861071	0.165665236	0.142857143	0.295267986	0.018490755	0.231664726	0.006671609	0.147727273	0.156784285	0.081192796	0.153846154	0.016775599	0.142857143	0.107142857	0.165665236	0.295267986	0.156784285	0.090909091
418	SCC-9	0	0.258064516	0	0.375	0	0.222222222	0.258064516	0	0.153846154	0.047619048	0.230769231	0	0.25	0	0	0.088235294	0.090909091	0.222222222	0.258064516	0.25	0.133333333
419	SF126	0	0.88	0	0.740740741	0	0	0.88	0	0.074074074	0.078947368	0.217948718	0	0.285714286	0.08	0	0	0.074074074	0	0.88	0.285714286	0.222222222
420	SF295	0.106806662	0.669237013	0.200534759	0.184293194	0.00998004	0.2	0.669237013	0.106806662	0.25	0.117647059	0.272727273	0.19047619	0.155051777	0	0	0.090909091	0	0.2	0.669237013	0.272727273	0.005555556
422	SH-10-TC	0.01171875	0.99974887	0.20499343	0.19917334	0	0	0.216806723	0	0.180740741	0	0.133613717	0.173498035	0.179363275	0.007785467	0	0.99974887	0.015668203	0	0.216806723	0.99974887	0
423	SHP-77	0.025641026	0.394770682	0.767629281	0.246516098	0.074666667	0.016910069	0.215517241	0.142857143	0.391217565	0.151515152	0.394770682	0.323730099	0.168716042	0.145833333	0	0.025641026	0.043010753	0.074666667	0.391217565	0.394770682	0.05095876
424	SIG-M5	0	0.583333333	0	0	0	0	0.323529412	0	0	0.076923077	0.076923077	0.083333333	0.583333333	0	0	0.133333333	0	0	0.323529412	0.583333333	0
427	SJSA-1	0.054054054	0.970588235	0.095238095	0.318181818	0	0	0.219512195	0	0	0.054054054	0.333333333	0	0.333333333	0.970588235	0.181818182	0.303921569	0.054054054	0	0.219512195	0.970588235	0
429	SK-CO-1	0.049297573	0.998957791	0.998843262	0.2	0.105831533	0.125	0.291666667	0.011530398	0.198675497	0.998957791	0.25	0.203991131	0.155840373	0.006196581	0	0.006669843	0.083333333	0.125	0.291666667	0.25	0.095238095
430	SK-ES-1	0	0.3125	0	0.823529412	0	0	0.3125	0	0	0	0.130434783	0	0.238095238	0	0	0	0	0	0.3125	0.238095238	0
431	SK-HEP-1	0.007251154	0.99864804	0.902784332	0.272865854	0.166666667	0.086956522	0.177232447	0	0.231417625	0.99864804	0.132214061	0.193076923	0.109274307	0.181818182	0.048780488	0.076923077	0.060606061	0.166666667	0.231417625	0.193076923	0.076923077
432	SK-LMS-1	0.008262394	0.185357143	0.12104152	0.340395971	0.029508197	0	0.185357143	0.022058824	0.138743455	0.086956522	0.163289631	0.156327543	0.047923323	0	0	0.008262394	0	0.029508197	0.185357143	0.163289631	0
433	SK-LU-1	0.74279782	0.74279782	0.208333333	0.125730181	0.2	0.5	0.125668449	0.010526316	0.333333333	0.125	0.178571429	0.116040956	0.099445712	0.213570634	0	0.74279782	0	0.5	0.333333333	0.74279782	0
434	SK-MEL-2	0.028985507	0.357142857	0.030876494	0.23231441	0.357142857	0.15	0.155015198	0.015169903	0.117647059	0.157894737	0.157894737	0.20517717	0.126575029	0.206896552	0	0.125	0	0.357142857	0.155015198	0.206896552	0.076923077
435	SK-MEL-24	0	0.994714987	0.184300341	0.168269231	0.073170732	0.003222342	0.173913043	0.028837998	0.25	0.107142857	0.216216216	0.2	0.121405751	0.294117647	0	0.994714987	0	0.073170732	0.25	0.994714987	0.12
436	SK-MEL-30	0.484321306	0.484321306	0.159865377	0.202699055	0.095238095	0	0.223165555	0.008112493	0.162514828	0	0.148327138	0.484321306	0.248273792	0.153846154	0	0.083333333	0	0.095238095	0.223165555	0.484321306	0.083333333
437	SK-MEL-31	0	0.294117647	0	0	0	0	0.294117647	0	0	0	0.125	0	0	0	0	0	0	0	0.294117647	0.125	0
438	SK-MEL-5	0.051282051	0.384615385	0.115384615	0.490827645	0.048780488	0	0.182539683	0.133333333	0.00908059	0.076923077	0.2	0.384615385	0.133333333	0	0.051282051	0.238095238	0	0.048780488	0.182539683	0.384615385	0.046511628
439	SK-MES-1	0.007968127	0.253036437	0.166666667	0.202404318	0.1003861	0.032258065	0.253036437	0.007053292	0.164882227	0.031746032	0.231707317	0.186607143	0.144338565	0.23255814	0	0.177777778	0	0.1003861	0.253036437	0.23255814	0.037735849
440	SK-MM-2	0	0.275862069	0	0.56	0.142857143	0	0.203703704	0.272727273	0.08	0	0.242424242	0	0.275862069	0.105263158	0	0.153846154	0	0.142857143	0.272727273	0.275862069	0.166666667
441	SK-N-AS	0.004909984	0.272727273	0.181818182	0.159487776	0.011695906	0	0.233108108	0.013533835	0.007761966	0.111111111	0.266666667	0.259363296	0.272727273	0	0	0.181818182	0	0.011695906	0.233108108	0.272727273	0
444	SK-N-DZ	0	0.409090909	0	0.117647059	0	0	0.348837209	0.142857143	0	0	0.125	0	0.409090909	0	0	0.076923077	0	0	0.348837209	0.409090909	1
445	SK-N-FI	0	0.245901639	0.076923077	0.736842105	0	0	0.159090909	0	0	0.181818182	0.191489362	0.111111111	0.245901639	0.068965517	0	0.132075472	0.095238095	0	0.159090909	0.245901639	1
446	SK-N-SH	0	0.25	0.15	1	0	0	0.194444444	0.130434783	0.166666667	0.090909091	0.25	0.161290323	0.157894737	0.166666667	0	0.135135135	0	0	0.194444444	0.25	0.125
447	SK-OV-3	0.005469915	0.236193713	0.141484716	0.277073733	0.005025126	0	0.21182266	0.011325028	0.232057416	0	0.137586806	0.236193713	0.138538206	0.022430437	0	0.166666667	0.181818182	0.005025126	0.232057416	0.236193713	0.974576271
448	SNG-M	0.013389711	0.299009901	0.173297966	0.225296443	0.029641828	0	0.299009901	0.068965517	0.226628895	0.081632653	0.219512195	0.234258632	0.234048809	0.0852979	0	0.051282051	0	0.029641828	0.299009901	0.234258632	0.0625
449	SNU-1	0.005380683	0.305111821	0.820609488	0.245488399	0	0	0.179310345	0	0.005380683	0	0.091924399	0.305111821	0.082522841	0.016105769	0	0.033176418	0	0	0.179310345	0.305111821	0.176896846
450	SNU-16	0.020435967	0.735526316	0.999498244	0.278597786	0.025592417	0.005445882	0.256457565	0.009777778	0.096256684	0.074251497	0.120957023	0.019607843	0.14199536	0.00862069	0.008882309	0.735526316	0	0.025592417	0.256457565	0.735526316	0.98249453
451	SNU-182	0.634511684	0.634511684	0.134615385	0.191400491	0.166666667	0.037037037	0.218181818	0.02247191	0.191616766	0.027027027	0.129725086	0.254831782	0.08573784	0.111111111	0	0.634511684	0.029411765	0.166666667	0.218181818	0.634511684	0.032786885
452	SNU-387	0	0.301242236	0.139004149	0.197003507	0.133012821	0	0.224561404	0.006204757	0.301242236	0.068965517	0.125895599	0.147352264	0.201948627	0.0625	0	0.090909091	0	0.133012821	0.301242236	0.201948627	0
453	SNU-398	0.052631579	1	0	0.6	0.083333333	0	0.052631579	0.041666667	1	0	1	0.75	0	0.015267176	0	0.098039216	0	0.083333333	1	1	0.093023256
454	SNU-423	0.011639185	1	0.998376623	0.205128205	0.066541706	0	0.199134199	0.125	0.321475626	0.035294118	0.208333333	0.25	0.237584304	1	0.011907339	0.007358352	0.048780488	0.066541706	0.321475626	1	0.990951225
455	SNU-449	0.23637936	0.999579036	0.986203237	0.152399802	0.999579036	0	0.23637936	0.583333333	0.190082645	0	0.141414141	0.142857143	0.072973753	0.244604317	0.016129032	0.133971292	0	0.999579036	0.583333333	0.244604317	0.088495575
456	SNU-475	0.028880866	0.185185185	0.109318996	0.207187651	0.005092298	0.117647059	0.184393973	0.031746032	0.185185185	0.007722008	0.121212121	0.155682904	0.183348362	0.042553191	0	0.063986529	0	0.117647059	0.185185185	0.183348362	0.999496475
457	SNU-C2A	0.028037383	0.153322749	0.157657658	0.381109886	0	0	0.153322749	0.019230769	0.020919484	0.008061916	0.092715232	0.028037383	0.127659574	0	0	0	0	0	0.153322749	0.127659574	0
458	SNU-C2B	0.148148148	0.4	0.352941176	0.857142857	0	0	0	0	0	0.035714286	0.1875	0.307692308	0.148148148	0.4	0	0.225806452	0.028571429	0	0	0.4	0.263157895
460	SU8686	0.017699115	0.382978723	0.123076923	0.777777778	0	0	0.25974026	0	0.025974026	0.183673469	0.195121951	0	0.382978723	0.033333333	0	0.192982456	0	0	0.25974026	0.382978723	0.3
461	SU-DHL-10	0	0.380952381	0	0	0	0	0.380952381	0	0	0	0.166666667	0	0	0.166666667	0	0.083333333	0.153846154	0	0.380952381	0.166666667	0
463	SU-DHL-6	0	0.222222222	0	0	0	0	0.222222222	0	0	0	0	0	0	0	0	0.166666667	0	0	0.222222222	0.166666667	1
465	SUIT-2	0.166666667	0.329289428	0.998948696	0.151604213	0.034482759	0.166666667	0.329289428	0.166666667	0.125514403	0.086956522	0.145421903	0.19481383	0.212121212	0.1	0.117647059	0.088888889	0.05	0.166666667	0.329289428	0.212121212	0.999573652
466	SUP-M2	0	0.272727273	0.047619048	0.541666667	0	0.035714286	0.208092486	0	0	0	0.272727273	0.06779661	0.2	0.044444444	0	0.048780488	0.046875	0.035714286	0.208092486	0.272727273	0
467	SUP-T1	0.424242424	0.424242424	0	0.277777778	0	0	0.235294118	0	0	0	0.424242424	0	0.2	0	0	0.347826087	0	0	0.235294118	0.424242424	0.368421053
468	SW1088	0.040816327	0.315789474	0.16	0.666666667	0	0	0.315789474	0	0.166666667	0	0.22	0.217391304	0.181818182	0	0	0.136363636	0	0	0.315789474	0.22	0.125
469	SW1271	0.010983647	0.309973046	0.193452381	0.225355691	0.041522491	0	0.298305085	0.020278834	0.221428571	0.03367267	0.107305936	0.309973046	0.187600904	0.010983647	0	0.005497132	0.002804142	0.041522491	0.298305085	0.309973046	0.021377672
472	SW1417	0.042553191	1	0.181818182	1	0.071428571	0.263565891	1	0.117647059	0.218978102	0.03030303	0.191860465	0.8125	0	0.132352941	0	0.007246377	0	0.263565891	1	0.8125	0.01183432
473	SW1573	0.153846154	0.428571429	0	0	0	0	0.230769231	0	0	0	0.384615385	0	0.428571429	0	0	0.153846154	0	0	0.230769231	0.428571429	0.133333333
474	SW1990	0.035205993	0.181818182	0.089068826	0.139522822	0.015209125	0	0.176656151	0.035205993	0.14334471	0.153846154	0.112548512	0.181818182	0.095114943	0.006417349	0	0.153846154	0	0.015209125	0.176656151	0.181818182	0.142857143
476	SW48	0.01369863	0.277777778	0.08708134	0.158665386	0.133333333	0.217391304	0.192307692	0.00616991	0.147239264	0.071428571	0.107142857	0.184531886	0.11549217	0.277777778	0	0.125	0	0.217391304	0.192307692	0.277777778	0.287337662
477	SW480	0.006622517	0.176202532	0.109443099	0.202839203	0.047069015	0	0.171084929	0.014700193	0.118421053	0	0.099433282	0.176202532	0.122195986	0	0	0.006622517	0	0.047069015	0.171084929	0.176202532	0
478	SW579	0	0.263157895	0.180048662	0.181738109	0.100222717	0	0.263157895	0	0.219269103	0	0.094176524	0.216833096	0.158770344	0	0	0	0	0.100222717	0.263157895	0.216833096	0
479	SW620	0	0.833333333	0.020408163	0.6	0.384615385	0	0.142857143	0.558139535	0.285714286	0	0.730769231	0.833333333	0	0.212121212	0	0.068965517	0	0.384615385	0.558139535	0.833333333	0.1875
480	SW780	0	0.311111111	1	0.65	0	0	0.166666667	0	0.162790698	0.0625	0.21875	0	0.311111111	0	0	0.14	0	0	0.166666667	0.311111111	0.125
